job_id,job_title,company,location,work_mode,employment_type,domain,job_description,responsibilities,required_skills,preferred_skills,qualifications,experience_requirements,education_requirements,source_type,posted_date,raw_text
JOB-0185,Cloud Intern,AsterWave Technologies,"Gurugram, Haryana",Hybrid,Internship,Cloud Computing,"AsterWave Technologies is seeking a Cloud Intern for its Cloud Computing team, with assignments focused on an enterprise reporting solution. This internship opportunity gives candidates practical exposure to Linux, Networking, Cloud Fundamentals. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.",Support cloud environment configuration; Assist with deployment and monitoring activities; Document infrastructure and operational procedures; Automate routine cloud administration tasks; Contribute to a scoped assignment involving an enterprise reporting solution,"Linux, Networking, Cloud Fundamentals, Git","AWS, Docker, Terraform, Python, Communication",Ability to work effectively in a team; Basic understanding of software development lifecycle; Attention to detail and ownership of assigned tasks; Comfortable working under mentorship with regular feedback,No prior professional experience required; academic projects are acceptable.,"Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field.",synthetic_curated,2026-09-09,"Job Title: Cloud Intern
Company: AsterWave Technologies
Location: Gurugram, Haryana
Work Mode: Hybrid
Employment Type: Internship
Domain: Cloud Computing
Description: AsterWave Technologies is seeking a Cloud Intern for its Cloud Computing team, with assignments focused on an enterprise reporting solution. This internship opportunity gives candidates practical exposure to Linux, Networking, Cloud Fundamentals. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.
Responsibilities: Support cloud environment configuration; Assist with deployment and monitoring activities; Document infrastructure and operational procedures; Automate routine cloud administration tasks; Contribute to a scoped assignment involving an enterprise reporting solution
Required Skills: Linux, Networking, Cloud Fundamentals, Git
Preferred Skills: AWS, Docker, Terraform, Python, Communication
Qualifications: Ability to work effectively in a team; Basic understanding of software development lifecycle; Attention to detail and ownership of assigned tasks; Comfortable working under mentorship with regular feedback
Experience: No prior professional experience required; academic projects are acceptable.
Education: Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field."
JOB-0186,Security Intern,AsterWave Technologies,"Hyderabad, Telangana",On-site,Internship,Cybersecurity,"AsterWave Technologies is seeking a Security Intern for its Cybersecurity team, with assignments focused on an analytics reporting suite. This internship opportunity gives candidates practical exposure to Networking, Linux, Cybersecurity Fundamentals. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.",Review security alerts and identify suspicious activity; Assist with vulnerability assessments; Document incidents and remediation recommendations; Support secure configuration reviews; Contribute to a scoped assignment involving an analytics reporting suite,"Networking, Linux, Cybersecurity Fundamentals, Security Concepts","SIEM, Python, OWASP, Incident Response, Communication",Basic understanding of software development lifecycle; Attention to detail and ownership of assigned tasks; Good written and verbal communication; Comfortable working under mentorship with regular feedback,No prior professional experience required; academic projects are acceptable.,"Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field.",synthetic_curated,2026-09-10,"Job Title: Security Intern
Company: AsterWave Technologies
Location: Hyderabad, Telangana
Work Mode: On-site
Employment Type: Internship
Domain: Cybersecurity
Description: AsterWave Technologies is seeking a Security Intern for its Cybersecurity team, with assignments focused on an analytics reporting suite. This internship opportunity gives candidates practical exposure to Networking, Linux, Cybersecurity Fundamentals. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.
Responsibilities: Review security alerts and identify suspicious activity; Assist with vulnerability assessments; Document incidents and remediation recommendations; Support secure configuration reviews; Contribute to a scoped assignment involving an analytics reporting suite
Required Skills: Networking, Linux, Cybersecurity Fundamentals, Security Concepts
Preferred Skills: SIEM, Python, OWASP, Incident Response, Communication
Qualifications: Basic understanding of software development lifecycle; Attention to detail and ownership of assigned tasks; Good written and verbal communication; Comfortable working under mentorship with regular feedback
Experience: No prior professional experience required; academic projects are acceptable.
Education: Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field."
JOB-0187,QA Intern,Driftstone Labs,"Mumbai, Maharashtra",Hybrid,Internship,Software Testing / QA,"Driftstone Labs is seeking a QA Intern for its Software Testing / QA team, with assignments focused on customer-facing dashboards. This internship opportunity gives candidates practical exposure to Software Testing, Test Cases, Bug Tracking. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.",Create and execute functional test cases; Report defects with reproducible steps; Perform API and regression testing; Contribute to basic test automation; Contribute to a scoped assignment involving customer-facing dashboards,"Software Testing, Test Cases, Bug Tracking, SDLC","Selenium, Python, Postman, API Testing, Communication",Attention to detail and ownership of assigned tasks; Good written and verbal communication; Willingness to learn unfamiliar technologies; Comfortable working under mentorship with regular feedback,No prior professional experience required; academic projects are acceptable.,"Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field.",synthetic_curated,2026-09-10,"Job Title: QA Intern
Company: Driftstone Labs
Location: Mumbai, Maharashtra
Work Mode: Hybrid
Employment Type: Internship
Domain: Software Testing / QA
Description: Driftstone Labs is seeking a QA Intern for its Software Testing / QA team, with assignments focused on customer-facing dashboards. This internship opportunity gives candidates practical exposure to Software Testing, Test Cases, Bug Tracking. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.
Responsibilities: Create and execute functional test cases; Report defects with reproducible steps; Perform API and regression testing; Contribute to basic test automation; Contribute to a scoped assignment involving customer-facing dashboards
Required Skills: Software Testing, Test Cases, Bug Tracking, SDLC
Preferred Skills: Selenium, Python, Postman, API Testing, Communication
Qualifications: Attention to detail and ownership of assigned tasks; Good written and verbal communication; Willingness to learn unfamiliar technologies; Comfortable working under mentorship with regular feedback
Experience: No prior professional experience required; academic projects are acceptable.
Education: Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field."
JOB-0188,Software Intern,CoreVista Technologies,"Remote, India",Remote,Internship,Software Development,"CoreVista Technologies is seeking a Software Intern for its Software Development team, with assignments focused on an analytics reporting suite. This internship opportunity gives candidates practical exposure to Python, Data Structures, Algorithms. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.","Implement product features with test coverage; Debug and resolve defects in existing modules; Write clean, maintainable and testable code; Participate in code reviews and engineering discussions; Contribute to a scoped assignment involving an analytics reporting suite","Python, Data Structures, Algorithms, Git","REST APIs, SQL, Linux, Unit Testing, Communication",Strong problem-solving and analytical ability; Ability to work effectively in a team; Basic understanding of software development lifecycle; Comfortable working under mentorship with regular feedback,No prior professional experience required; academic projects are acceptable.,"Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field.",synthetic_curated,2026-09-10,"Job Title: Software Intern
Company: CoreVista Technologies
Location: Remote, India
Work Mode: Remote
Employment Type: Internship
Domain: Software Development
Description: CoreVista Technologies is seeking a Software Intern for its Software Development team, with assignments focused on an analytics reporting suite. This internship opportunity gives candidates practical exposure to Python, Data Structures, Algorithms. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.
Responsibilities: Implement product features with test coverage; Debug and resolve defects in existing modules; Write clean, maintainable and testable code; Participate in code reviews and engineering discussions; Contribute to a scoped assignment involving an analytics reporting suite
Required Skills: Python, Data Structures, Algorithms, Git
Preferred Skills: REST APIs, SQL, Linux, Unit Testing, Communication
Qualifications: Strong problem-solving and analytical ability; Ability to work effectively in a team; Basic understanding of software development lifecycle; Comfortable working under mentorship with regular feedback
Experience: No prior professional experience required; academic projects are acceptable.
Education: Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field."
JOB-0189,Python Backend Intern,Aurorapeak Technologies,"Kolkata, West Bengal",Hybrid,Internship,Python Backend,"Aurorapeak Technologies is seeking a Python Backend Intern for its Python Backend team, with assignments focused on an internal data pipeline. This internship opportunity gives candidates practical exposure to Python, SQL, REST APIs. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.",Build backend APIs for internal and customer-facing features; Integrate relational databases with application services; Validate API inputs and handle errors consistently; Write automated tests and technical documentation; Contribute to a scoped assignment involving an internal data pipeline,"Python, SQL, REST APIs, Git","FastAPI, Flask, PostgreSQL, Docker, Communication",Ability to work effectively in a team; Basic understanding of software development lifecycle; Attention to detail and ownership of assigned tasks; Comfortable working under mentorship with regular feedback,No prior professional experience required; academic projects are acceptable.,"Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field.",synthetic_curated,2026-09-11,"Job Title: Python Backend Intern
Company: Aurorapeak Technologies
Location: Kolkata, West Bengal
Work Mode: Hybrid
Employment Type: Internship
Domain: Python Backend
Description: Aurorapeak Technologies is seeking a Python Backend Intern for its Python Backend team, with assignments focused on an internal data pipeline. This internship opportunity gives candidates practical exposure to Python, SQL, REST APIs. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.
Responsibilities: Build backend APIs for internal and customer-facing features; Integrate relational databases with application services; Validate API inputs and handle errors consistently; Write automated tests and technical documentation; Contribute to a scoped assignment involving an internal data pipeline
Required Skills: Python, SQL, REST APIs, Git
Preferred Skills: FastAPI, Flask, PostgreSQL, Docker, Communication
Qualifications: Ability to work effectively in a team; Basic understanding of software development lifecycle; Attention to detail and ownership of assigned tasks; Comfortable working under mentorship with regular feedback
Experience: No prior professional experience required; academic projects are acceptable.
Education: Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field."
JOB-0190,Full Stack Intern,Aurorapeak Technologies,"Gurugram, Haryana",Hybrid,Internship,Full Stack Development,"Aurorapeak Technologies is seeking a Full Stack Intern for its Full Stack Development team, with assignments focused on internal productivity tools. This internship opportunity gives candidates practical exposure to JavaScript, HTML, CSS. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.",Develop features across frontend and backend modules; Connect application screens to APIs and databases; Troubleshoot integration issues; Document features and support test execution; Contribute to a scoped assignment involving internal productivity tools,"JavaScript, HTML, CSS, Git","React, Node.js, MongoDB, REST APIs, Communication",Basic understanding of software development lifecycle; Attention to detail and ownership of assigned tasks; Good written and verbal communication; Comfortable working under mentorship with regular feedback,No prior professional experience required; academic projects are acceptable.,"Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field.",synthetic_curated,2026-09-11,"Job Title: Full Stack Intern
Company: Aurorapeak Technologies
Location: Gurugram, Haryana
Work Mode: Hybrid
Employment Type: Internship
Domain: Full Stack Development
Description: Aurorapeak Technologies is seeking a Full Stack Intern for its Full Stack Development team, with assignments focused on internal productivity tools. This internship opportunity gives candidates practical exposure to JavaScript, HTML, CSS. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.
Responsibilities: Develop features across frontend and backend modules; Connect application screens to APIs and databases; Troubleshoot integration issues; Document features and support test execution; Contribute to a scoped assignment involving internal productivity tools
Required Skills: JavaScript, HTML, CSS, Git
Preferred Skills: React, Node.js, MongoDB, REST APIs, Communication
Qualifications: Basic understanding of software development lifecycle; Attention to detail and ownership of assigned tasks; Good written and verbal communication; Comfortable working under mentorship with regular feedback
Experience: No prior professional experience required; academic projects are acceptable.
Education: Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field."
JOB-0191,Machine Learning Intern,Cedarnode Systems,"Pune, Maharashtra",On-site,Internship,Machine Learning,"Cedarnode Systems is seeking a Machine Learning Intern for its Machine Learning team, with assignments focused on a payments reconciliation system. This internship opportunity gives candidates practical exposure to Python, Machine Learning, NumPy. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.",Prepare datasets for model training; Train and evaluate machine-learning models; Compare model performance using suitable metrics; Document experiments and model limitations; Contribute to a scoped assignment involving a payments reconciliation system,"Python, Machine Learning, NumPy, Pandas","Scikit-learn, TensorFlow, PyTorch, Model Evaluation, Communication",Attention to detail and ownership of assigned tasks; Good written and verbal communication; Willingness to learn unfamiliar technologies; Comfortable working under mentorship with regular feedback,No prior professional experience required; academic projects are acceptable.,"Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field.",synthetic_curated,2026-09-11,"Job Title: Machine Learning Intern
Company: Cedarnode Systems
Location: Pune, Maharashtra
Work Mode: On-site
Employment Type: Internship
Domain: Machine Learning
Description: Cedarnode Systems is seeking a Machine Learning Intern for its Machine Learning team, with assignments focused on a payments reconciliation system. This internship opportunity gives candidates practical exposure to Python, Machine Learning, NumPy. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.
Responsibilities: Prepare datasets for model training; Train and evaluate machine-learning models; Compare model performance using suitable metrics; Document experiments and model limitations; Contribute to a scoped assignment involving a payments reconciliation system
Required Skills: Python, Machine Learning, NumPy, Pandas
Preferred Skills: Scikit-learn, TensorFlow, PyTorch, Model Evaluation, Communication
Qualifications: Attention to detail and ownership of assigned tasks; Good written and verbal communication; Willingness to learn unfamiliar technologies; Comfortable working under mentorship with regular feedback
Experience: No prior professional experience required; academic projects are acceptable.
Education: Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field."
JOB-0192,Data Analytics Intern,Stonegate Digital,"Ahmedabad, Gujarat",On-site,Internship,Data Analytics,"Stonegate Digital is seeking a Data Analytics Intern for its Data Analytics team, with assignments focused on customer-facing dashboards. This internship opportunity gives candidates practical exposure to SQL, Excel, Data Analysis. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.",Query and summarize business data; Create dashboards and recurring reports; Validate data quality and investigate anomalies; Present actionable insights to stakeholders; Contribute to a scoped assignment involving customer-facing dashboards,"SQL, Excel, Data Analysis, Statistics","Power BI, Tableau, Python, Data Visualization, Communication",Good written and verbal communication; Willingness to learn unfamiliar technologies; Ability to explain technical decisions clearly; Comfortable working under mentorship with regular feedback,No prior professional experience required; academic projects are acceptable.,"Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field.",synthetic_curated,2026-09-12,"Job Title: Data Analytics Intern
Company: Stonegate Digital
Location: Ahmedabad, Gujarat
Work Mode: On-site
Employment Type: Internship
Domain: Data Analytics
Description: Stonegate Digital is seeking a Data Analytics Intern for its Data Analytics team, with assignments focused on customer-facing dashboards. This internship opportunity gives candidates practical exposure to SQL, Excel, Data Analysis. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.
Responsibilities: Query and summarize business data; Create dashboards and recurring reports; Validate data quality and investigate anomalies; Present actionable insights to stakeholders; Contribute to a scoped assignment involving customer-facing dashboards
Required Skills: SQL, Excel, Data Analysis, Statistics
Preferred Skills: Power BI, Tableau, Python, Data Visualization, Communication
Qualifications: Good written and verbal communication; Willingness to learn unfamiliar technologies; Ability to explain technical decisions clearly; Comfortable working under mentorship with regular feedback
Experience: No prior professional experience required; academic projects are acceptable.
Education: Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field."
JOB-0193,DevOps Intern,Palisade Software Labs,"Pune, Maharashtra",On-site,Internship,DevOps,"Palisade Software Labs is seeking a DevOps Intern for its DevOps team, with assignments focused on a customer support platform. This internship opportunity gives candidates practical exposure to Linux, Git, Scripting. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.",Maintain CI/CD workflows; Automate repetitive engineering tasks; Assist with containerized application deployments; Monitor build and deployment health; Contribute to a scoped assignment involving a customer support platform,"Linux, Git, Scripting, Networking","Docker, Jenkins, GitHub Actions, Kubernetes, Communication",Willingness to learn unfamiliar technologies; Ability to explain technical decisions clearly; Strong problem-solving and analytical ability; Comfortable working under mentorship with regular feedback,No prior professional experience required; academic projects are acceptable.,"Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field.",synthetic_curated,2026-09-12,"Job Title: DevOps Intern
Company: Palisade Software Labs
Location: Pune, Maharashtra
Work Mode: On-site
Employment Type: Internship
Domain: DevOps
Description: Palisade Software Labs is seeking a DevOps Intern for its DevOps team, with assignments focused on a customer support platform. This internship opportunity gives candidates practical exposure to Linux, Git, Scripting. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.
Responsibilities: Maintain CI/CD workflows; Automate repetitive engineering tasks; Assist with containerized application deployments; Monitor build and deployment health; Contribute to a scoped assignment involving a customer support platform
Required Skills: Linux, Git, Scripting, Networking
Preferred Skills: Docker, Jenkins, GitHub Actions, Kubernetes, Communication
Qualifications: Willingness to learn unfamiliar technologies; Ability to explain technical decisions clearly; Strong problem-solving and analytical ability; Comfortable working under mentorship with regular feedback
Experience: No prior professional experience required; academic projects are acceptable.
Education: Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field."
JOB-0194,Database Intern,Bluecrest Analytics,"Ahmedabad, Gujarat",On-site,Internship,Database / SQL,"Bluecrest Analytics is seeking a Database Intern for its Database / SQL team, with assignments focused on a payments reconciliation system. This internship opportunity gives candidates practical exposure to SQL, DBMS, Database Design. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.",Write and review SQL queries; Support schema design and data migration tasks; Investigate data quality issues; Assist with database performance analysis; Contribute to a scoped assignment involving a payments reconciliation system,"SQL, DBMS, Database Design, Data Modeling","PostgreSQL, MySQL, Python, Query Optimization, Communication",Ability to explain technical decisions clearly; Strong problem-solving and analytical ability; Ability to work effectively in a team; Comfortable working under mentorship with regular feedback,No prior professional experience required; academic projects are acceptable.,"Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field.",synthetic_curated,2026-09-12,"Job Title: Database Intern
Company: Bluecrest Analytics
Location: Ahmedabad, Gujarat
Work Mode: On-site
Employment Type: Internship
Domain: Database / SQL
Description: Bluecrest Analytics is seeking a Database Intern for its Database / SQL team, with assignments focused on a payments reconciliation system. This internship opportunity gives candidates practical exposure to SQL, DBMS, Database Design. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.
Responsibilities: Write and review SQL queries; Support schema design and data migration tasks; Investigate data quality issues; Assist with database performance analysis; Contribute to a scoped assignment involving a payments reconciliation system
Required Skills: SQL, DBMS, Database Design, Data Modeling
Preferred Skills: PostgreSQL, MySQL, Python, Query Optimization, Communication
Qualifications: Ability to explain technical decisions clearly; Strong problem-solving and analytical ability; Ability to work effectively in a team; Comfortable working under mentorship with regular feedback
Experience: No prior professional experience required; academic projects are acceptable.
Education: Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field."
JOB-0195,Mobile Intern,BrightStack Digital,"Bengaluru, Karnataka",On-site,Internship,Mobile Development,"BrightStack Digital is seeking a Mobile Intern for its Mobile Development team, with assignments focused on a customer support platform. This internship opportunity gives candidates practical exposure to Programming Fundamentals, OOP, Git. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.",Implement mobile application screens and features; Integrate mobile apps with backend APIs; Fix UI and functional defects; Test features across supported devices; Contribute to a scoped assignment involving a customer support platform,"Programming Fundamentals, OOP, Git, Mobile Development","Kotlin, Flutter, Dart, REST APIs, Communication",Strong problem-solving and analytical ability; Ability to work effectively in a team; Basic understanding of software development lifecycle; Comfortable working under mentorship with regular feedback,No prior professional experience required; academic projects are acceptable.,"Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field.",synthetic_curated,2026-09-13,"Job Title: Mobile Intern
Company: BrightStack Digital
Location: Bengaluru, Karnataka
Work Mode: On-site
Employment Type: Internship
Domain: Mobile Development
Description: BrightStack Digital is seeking a Mobile Intern for its Mobile Development team, with assignments focused on a customer support platform. This internship opportunity gives candidates practical exposure to Programming Fundamentals, OOP, Git. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.
Responsibilities: Implement mobile application screens and features; Integrate mobile apps with backend APIs; Fix UI and functional defects; Test features across supported devices; Contribute to a scoped assignment involving a customer support platform
Required Skills: Programming Fundamentals, OOP, Git, Mobile Development
Preferred Skills: Kotlin, Flutter, Dart, REST APIs, Communication
Qualifications: Strong problem-solving and analytical ability; Ability to work effectively in a team; Basic understanding of software development lifecycle; Comfortable working under mentorship with regular feedback
Experience: No prior professional experience required; academic projects are acceptable.
Education: Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field."
JOB-0196,Java Backend Intern,QuantumLeaf Technologies,"Noida, Uttar Pradesh",On-site,Internship,Java Backend,"QuantumLeaf Technologies is seeking a Java Backend Intern for its Java Backend team, with assignments focused on an internal data pipeline. This internship opportunity gives candidates practical exposure to Java, OOP, SQL. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.",Develop and maintain backend services; Create REST endpoints and integrate databases; Write unit tests for service-layer code; Assist with debugging and performance improvements; Contribute to a scoped assignment involving an internal data pipeline,"Java, OOP, SQL, Git","Spring Boot, REST APIs, Maven, PostgreSQL, Communication",Good written and verbal communication; Willingness to learn unfamiliar technologies; Ability to explain technical decisions clearly; Comfortable working under mentorship with regular feedback,No prior professional experience required; academic projects are acceptable.,"Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field.",synthetic_curated,2026-09-13,"Job Title: Java Backend Intern
Company: QuantumLeaf Technologies
Location: Noida, Uttar Pradesh
Work Mode: On-site
Employment Type: Internship
Domain: Java Backend
Description: QuantumLeaf Technologies is seeking a Java Backend Intern for its Java Backend team, with assignments focused on an internal data pipeline. This internship opportunity gives candidates practical exposure to Java, OOP, SQL. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.
Responsibilities: Develop and maintain backend services; Create REST endpoints and integrate databases; Write unit tests for service-layer code; Assist with debugging and performance improvements; Contribute to a scoped assignment involving an internal data pipeline
Required Skills: Java, OOP, SQL, Git
Preferred Skills: Spring Boot, REST APIs, Maven, PostgreSQL, Communication
Qualifications: Good written and verbal communication; Willingness to learn unfamiliar technologies; Ability to explain technical decisions clearly; Comfortable working under mentorship with regular feedback
Experience: No prior professional experience required; academic projects are acceptable.
Education: Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field."
JOB-0197,Frontend Intern,NexaGrid Systems,"Pune, Maharashtra",Hybrid,Internship,Frontend Development,"NexaGrid Systems is seeking a Frontend Intern for its Frontend Development team, with assignments focused on internal productivity tools. This internship opportunity gives candidates practical exposure to HTML, CSS, JavaScript. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.",Build responsive user interface components; Integrate frontend screens with REST services; Fix UI bugs and improve accessibility; Collaborate with designers and backend developers; Contribute to a scoped assignment involving internal productivity tools,"HTML, CSS, JavaScript, Git","React, TypeScript, Responsive Design, REST APIs, Communication",Willingness to learn unfamiliar technologies; Ability to explain technical decisions clearly; Strong problem-solving and analytical ability; Comfortable working under mentorship with regular feedback,No prior professional experience required; academic projects are acceptable.,"Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field.",synthetic_curated,2026-09-13,"Job Title: Frontend Intern
Company: NexaGrid Systems
Location: Pune, Maharashtra
Work Mode: Hybrid
Employment Type: Internship
Domain: Frontend Development
Description: NexaGrid Systems is seeking a Frontend Intern for its Frontend Development team, with assignments focused on internal productivity tools. This internship opportunity gives candidates practical exposure to HTML, CSS, JavaScript. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.
Responsibilities: Build responsive user interface components; Integrate frontend screens with REST services; Fix UI bugs and improve accessibility; Collaborate with designers and backend developers; Contribute to a scoped assignment involving internal productivity tools
Required Skills: HTML, CSS, JavaScript, Git
Preferred Skills: React, TypeScript, Responsive Design, REST APIs, Communication
Qualifications: Willingness to learn unfamiliar technologies; Ability to explain technical decisions clearly; Strong problem-solving and analytical ability; Comfortable working under mentorship with regular feedback
Experience: No prior professional experience required; academic projects are acceptable.
Education: Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field."
JOB-0198,Data Science Intern,LogicBloom Labs,"Chennai, Tamil Nadu",On-site,Internship,Data Science,"LogicBloom Labs is seeking a Data Science Intern for its Data Science team, with assignments focused on an internal data pipeline. This internship opportunity gives candidates practical exposure to Python, Pandas, Statistics. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.",Clean and analyze structured datasets; Build baseline predictive models; Create exploratory analysis and visualizations; Communicate findings through concise reports; Contribute to a scoped assignment involving an internal data pipeline,"Python, Pandas, Statistics, SQL","NumPy, Scikit-learn, Matplotlib, Jupyter, Communication",Ability to explain technical decisions clearly; Strong problem-solving and analytical ability; Ability to work effectively in a team; Comfortable working under mentorship with regular feedback,No prior professional experience required; academic projects are acceptable.,"Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field.",synthetic_curated,2026-09-14,"Job Title: Data Science Intern
Company: LogicBloom Labs
Location: Chennai, Tamil Nadu
Work Mode: On-site
Employment Type: Internship
Domain: Data Science
Description: LogicBloom Labs is seeking a Data Science Intern for its Data Science team, with assignments focused on an internal data pipeline. This internship opportunity gives candidates practical exposure to Python, Pandas, Statistics. The candidate will collaborate with engineers, complete scoped technical tasks, and present progress during regular reviews. Posting track {track} is tailored to early-career applicants building evidence through coursework, personal projects, or internships.
Responsibilities: Clean and analyze structured datasets; Build baseline predictive models; Create exploratory analysis and visualizations; Communicate findings through concise reports; Contribute to a scoped assignment involving an internal data pipeline
Required Skills: Python, Pandas, Statistics, SQL
Preferred Skills: NumPy, Scikit-learn, Matplotlib, Jupyter, Communication
Qualifications: Ability to explain technical decisions clearly; Strong problem-solving and analytical ability; Ability to work effectively in a team; Comfortable working under mentorship with regular feedback
Experience: No prior professional experience required; academic projects are acceptable.
Education: Pursuing B.E./B.Tech/B.Sc in Computer Science, Information Technology, or a related field."
